gene_name_canonical,compartment,source,Note
ACAT1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ACO2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ACSF3,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ADCK5,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ADHFE1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
AFG1L,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
AFG3L2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
AIFM1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
AK4,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ALAS1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ALDH2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ALDH4A1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ALDH6A1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ALDH9A1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ALKBH7,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
APOOL,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ATP5F1A,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ATP5F1B,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ATP5F1C,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ATP5F1D,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ATP5F1E,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ATP5IF1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ATP5ME,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ATP5PB,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ATP5PF,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ATP5PO,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ATPAF2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
AUH,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
BCKDHA,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
BCKDHB,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
BCKDK,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
BCS1L,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
BDH1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
BPHL,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
C1QBP,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
C6orf136,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
CBR4,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
CCDC90B,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
CHCHD10,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
CHCHD3,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
CLPB,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
CLPP,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
CLPX,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
CMC1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
CMC2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
COA6,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
COQ10A,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
COQ10B,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
COQ3,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
COQ4,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
COQ5,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
COQ6,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
COQ7,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
COQ8A,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
COQ9,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
COX11,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
COX14,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
COX15,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
COX17,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
COX4I1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
COX5A,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
COX5B,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
COX6A1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
COX6B1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
COX6C,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
COX7A1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
COX7A2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
COX7C,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
CPT2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
CRAT,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
CS,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
CYC1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
CYCS,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
DBT,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
DECR1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
DHTKD1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
DLAT,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
DLD,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
DLGAP3,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
DLST,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
DNAJA3,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
DNAJC11,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ECH1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ECHDC2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ECHDC3,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ECHS1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ERAL1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ETFA,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ETFB,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ETFDH,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ETFRF1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ETHE1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
FAHD2A,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
FARS2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
FDX1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
FDXR,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
FECH,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
FH,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
FXN,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
GATB,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
GATC,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
GATD3,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
GCDH,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
GFM1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
GFM2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
GHITM,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
GLDC,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
GLS,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
GPD2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
GRPEL1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
GUF1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
HADHA,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
HAGH,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
HCCS,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
HIBADH,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
HIBCH,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
HIGD2A,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
HINT2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
HSD17B8,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
HSDL2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
HSPA9,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
HSPD1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
IARS2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
IBA57,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
IDH2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
IDH3A,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
IDH3B,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
IDH3G,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
IMMT,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ISCA1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ISCA2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ISCU,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
IVD,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
L2HGDH,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
LACTB,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
LARS2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
LETM1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
LETMD1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
LIAS,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
LIPT2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
LONP1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
LRPPRC,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
LYRM4,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
LYRM7,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MALSU1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MARS2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MCAT,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MCCC1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MDH2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ME3,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MECR,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MFN1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MICOS10,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MIPEP,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MPC1L,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MPC2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRM1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPL1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPL10,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPL11,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPL12,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPL13,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPL16,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPL17,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPL19,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPL2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPL20,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPL21,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPL22,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPL24,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPL28,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPL3,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPL30,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPL33,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPL34,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPL36,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPL4,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPL40,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPL43,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPL44,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPL46,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPL47,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPL49,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPL53,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPL55,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPL9,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPS12,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPS14,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPS15,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPS16,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPS17,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPS18A,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPS18C,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPS2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPS21,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPS23,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPS26,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPS27,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPS34,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPS35,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPS5,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPS7,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRPS9,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MRRF,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MSRB2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MT-ATP6,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MT-CO2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MTCH2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MTERF2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MTG1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MTIF2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MTO1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MTX1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
MTX2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
NDUFA10,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
NDUFA12,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
NDUFA2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
NDUFA5,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
NDUFA6,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
NDUFA7,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
NDUFA8,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
NDUFA9,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
NDUFAF1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
NDUFAF4,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
NDUFAF5,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
NDUFB10,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
NDUFB11,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
NDUFB2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
NDUFB5,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
NDUFB6,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
NDUFB8,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
NDUFB9,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
NDUFC2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
NDUFS1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
NDUFS2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
NDUFS4,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
NDUFS5,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
NDUFS6,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
NDUFS7,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
NDUFS8,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
NDUFV1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
NDUFV2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
NDUFV3,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
NFS1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
NFU1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
OGDH,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
OGDHL,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
OPA1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
OXCT1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
PCCA,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
PCCB,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
PDHA1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
PDHB,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
PDHX,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
PDK2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
PDK3,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
PDK4,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
PDPK1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
PHB1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
PHB2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
PITRM1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
PMPCA,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
PMPCB,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
POLDIP2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
POLRMT,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
PPA2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
PPIF,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
PPTC7,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
PRDX3,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
PRODH,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
RTN4IP1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
SAMM50,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
SDHA,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
SDHAF1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
SDHAF2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
SDHAF4,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
SDHB,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
SDHC,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
SDHD,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
SLC25A1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
SLC25A10,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
SLC25A11,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
SLC25A12,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
SLC25A13,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
SLC25A15,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
SLC25A19,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
SLC25A20,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
SLC25A25,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
SLC25A3,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
SLC25A30,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
SLC25A35,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
SLC25A4,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
SLC25A42,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
SLC25A5,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
SLIRP,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
SMDT1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
SOD2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
SPRYD4,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
STOML2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
SUCLA2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
SUCLG1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
SUCLG2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
SUPV3L1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
SURF1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
TACO1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
THEM4,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
TIMM10,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
TIMM13,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
TIMM17A,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
TIMM21,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
TIMM22,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
TIMM44,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
TIMM50,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
TIMM8B,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
TIMM9,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
TMEM126A,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
TOMM20,mitochondria,manual curation,TOMM complex subunit ommited in mitocarta
TOMM22,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
